Tree order	OS_name	Isolate name	Standardized name	Isolation	Ecological origins	Geographical origins	HO deletion	Plasmid class	Plasmid CN	Ploidy	Aneuploidies	Zygosity	Total number of SNPs	Proportion of clean heterozygous SNPs (whole dataset)	Number of singletons	Mean coverage	Clade	MTA (no distribution)	Collection / Provider	Reference
130	OS_1443	EXF-5247	BET	Seawater in harbour	Water	Koper, Slovenia	no	A	66	2	euploid	homozygous	43,202	0.0	4	236	1. Wine/European 		University of Ljubljana, Biotech Facility dept. Biology Ljubljana, Slovenia (Gunde-Cimerman N.)	
131	OS_232	L-962	BST	Wine	Wine	Mendoza area, Argentina	no	A	8	2	euploid	homozygous	43,269	0.0	2	223	1. Wine/European 		Pontificia Universidad Catolica de Chile (Claudio Martinez)	
132	OS_1411	M5	ASS	Vineyard	Wine	Italy	no	A	31	2	euploid	homozygous	44,701	0.0	124	204	1. Wine/European 		Washington University School of Medicine (Justin C Fay)	5
133	OS_1300	DBVPG6879	BSD	Winery	Wine	Newton Winery, California, USA	no	A	24	2	euploid	homozygous	44,287	0.0	167	243	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
134	OS_1424	UC10	ATM	Wine	Wine	California, USA	no	A	114	2	euploid	homozygous	43,247	0.0	150	175	1. Wine/European 		Washington University School of Medicine (Justin C Fay)	5
135	OS_233_2	L-982	CQT	Wine	Wine	Argentina	no	A	24	2	euploid	homozygous	43,581	0.0	70	292	1. Wine/European 		Pontificia Universidad Catolica de Chile (Claudio Martinez)	
136	OS_1297	DBVPG6876	BSA	Winery	Wine	Frog's Leap Winery, California, USA	no	A	33	2	euploid	homozygous	43,387	0.0	255	342	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
137	OS_810	M22_1b	ADR	Vineyard	Wine	Italy	yes	A	25	1	euploid	homozygous	42,508	0.0	124	226	1. Wine/European 		Kruglyak Laboratory	1
138	OS_1299	DBVPG6878	BSC	Winery	Wine	Mondavi Winery, California, USA	no	A	7	2	euploid	homozygous	42,795	0.0	155	236	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
139	OS_1671	UCD_40-235	CFQ	Muscate grapes	Wine	Walnut Creek, California	no	A	63	2	euploid	homozygous	43,187	0.0	245	340	1. Wine/European 		Phaff collection	
140	OS_1672	UCD_40-248	CFR	Muscat must to be fortified  (1939)	Wine	Tulare Winery, California	no	none	0	2	euploid	homozygous	42,776	0.0	206	219	1. Wine/European 		Phaff collection	
141	OS_1298	DBVPG6877	BSB	Winery	Wine	Sterling Winery, California, USA	no	none	0	2	euploid	homozygous	43,010	0.0	194	250	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
142	OS_679	UC1_1b	ADC	Wine	Wine	France	yes	A	27	1	euploid	homozygous	42,594	0.0	16	259	1. Wine/European 		Kruglyak Laboratory	1
143	OS_1728	YJM1415	SACE_YCP	Wine	Wine	France	no	A	106	2	euploid	homozygous	43,403	0.0	8	410	1. Wine/European 		Phaff collection	2
144	OS_1729	YJM1417	SACE_YCQ	Cider	Cider	NA	no	A	48	2	euploid	homozygous	43,132	0.0	209	472	1. Wine/European 		Phaff collection	2
145	OS_1175	DBVPG1106	BII	Grapes	Wine	Australia	no	A	60	2	euploid	homozygous	43,102	0.0	207	257	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
146	OS_1183	DBVPG1129	BIS	Grape must	Wine	Senigallia, Italy	no	A	11	2	euploid	homozygous	43,106	0.0	185	227	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
147	OS_1172	DBVPG1080	BIG	Grape must	Wine	Barletta, Italy	no	A	47	2	aneu;-1*1;	homozygous	43,119	0.0	502	277	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
148	OS_480	MC8	AIR	Cooked wine (vino cotto)	Wine	Ascoli Piceno, Italy	no	A	15	2	euploid	homozygous	42,709	0.0	0	244	1. Wine/European 		Universita politecnica delle Marche (Maurizio Ciani)	
149	OS_482	MC10	AIT	Winery surface	Wine	Umbria, Italy	no	A	17	2	euploid	homozygous	42,683	0.0	1	237	1. Wine/European 		Universita politecnica delle Marche (Maurizio Ciani)	4
150	OS_1171	DBVPG1078	BNF	Grape must	Wine	San Ferdinando, Italy	no	none	0	2	euploid	homozygous	42,937	0.0	348	199	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
151	OS_659	PB56	BAR	Bark from Quercus sp. (Oak 1), next to vineyard	Tree	Montalcino in Italy	no	A	17	2	euploid	homozygous	42,981	0.0	4	251	1. Wine/European 		Max Planck Institute for Evolutionary Biology (Primrose Boynton)	
152	OS_660	PB67	BAS	Soil beneath grape vine	Soil	Montalcino in Italy	no	A	13	2	euploid	homozygous	42,983	0.0	5	229	1. Wine/European 		Max Planck Institute for Evolutionary Biology (Primrose Boynton)	
153	OS_661	PB94	BAT	Soil by trunk of Quercus sp. (Oak 1), next to vineyard	Soil	Montalcino in Italy	no	A	21	2	euploid	homozygous	43,008	0.0	1	245	1. Wine/European 		Max Planck Institute for Evolutionary Biology (Primrose Boynton)	
154	OS_1281	DBVPG4902	BRD	Dried sausages under oil	Unknown	Perugia, Italy	no	A	7	2	euploid	heterozygous	47,063	17.0	569	296	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
155	OS_739	CBS6223	AGV	Grape juice	Wine	Chile	yes	A	48	1	euploid	homozygous	42,783	0.0	426	209	1. Wine/European 		CBS collection (Nguyen H.V.)	
156	OS_1267	DBVPG3924	BQI	Grape must	Wine	Piave, Italy	no	A	7	2	euploid	homozygous	42,837	0.0	233	187	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
157	OS_729	CBS3012	AGA	Wine	Wine	Cadiz, Spain	no	A	30	2	aneu;+2*1;+2*8;	homozygous	42,762	0.0	11	233	1. Wine/European 		CBS collection (Nguyen H.V.)	
158	OS_737	CBS3013	AGS	Wine	Wine	Cadiz, Spain	yes	A	50	1	euploid	homozygous	42,714	0.0	11	220	1. Wine/European 		CBS collection (Nguyen H.V.)	
159	OS_1238	DBVPG1798	BPC	Grape must	Wine	Sicily, Italy	no	A	5	2	euploid	homozygous	43,469	0.0	532	249	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
160	OS_1190	DBVPG1380	BKE	Grape must	Wine	Rufina, Italy	no	A	19	2	euploid	homozygous	43,206	0.0	360	204	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
161	OS_1216	DBVPG1626	BLH	Grape must	Wine	La Mancha, Spain	no	A	31	2	euploid	homozygous	43,229	0.0	315	287	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
162	OS_229_2	L-846	CRG	Wine	Wine	Chile	no	A	20	2	euploid	heterozygous	45,841	12.4	399	213	1. Wine/European 		Pontificia Universidad Catolica de Chile (Claudio Martinez)	
163	OS_475	C10.4	AIL	Clay	Nature	Cameroon	no	A	48	2	euploid	heterozygous	44,829	10.2	9	212	1. Wine/European 			3
164	OS_624	SJ5L17	AMS	Probiotic	Probiotic	Austria	no	A	19	2	euploid	heterozygous	45,035	11.3	38	216	1. Wine/European 	yes	Biomin	
165	OS_1213	DBVPG1611	BLE	Grape must	Wine	Retamosa, La Mancha, Spain	no	A	10	2	euploid	homozygous	43,192	0.0	384	330	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
166	OS_802	Y9J_1b	ADB	Wine	Wine	Japan	yes	A	13	1	aneu;+1*10;	homozygous	44,873	0.0	364	259	1. Wine/European 		Kruglyak Laboratory	1
167	OS_1259	DBVPG2049	BQB	Lambrusco grape must	Wine	Reggio Emilia, Italy	no	A	7	2	euploid	heterozygous	47,387	17.7	397	178	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
168	OS_623	SJ5L16	AMR	Soil	Soil	Jhuosi, Hualein, Taiwan	no	A	15	2	euploid	homozygous	42,935	0.0	1	223	1. Wine/European 		National Hsinchu University of Education (Ching-Fu Lee)	25
169	OS_781	DBVPG4651_1b	ABT	Tuber magnatum	Nature	Italy	yes	A	20	1	euploid	homozygous	42,986	0.0	0	209	1. Wine/European 		DBVPG collection	1
170	OS_1278	DBVPG4651	BRA	Surface of Tuber magnatum	Nature	Italy	no	A	8	2	euploid	homozygous	43,409	0.0	2	297	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
171	OS_1166	DBVPG1056	BIC	grape must	Wine	production zone of Chianti wine, Italy	no	A	19	2	euploid	homozygous	44,477	0.0	374	314	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
172	OS_1218	DBVPG1631	BLK	Grape must treated with sulfur dioxide	Wine	Valdepenas, La Mancha, Spain	no	A	75	2	euploid	homozygous	43,993	0.0	339	267	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
173	OS_878	2282	BBV	Grapes, Verdosilla variety	Wine	Tuejar, Spain	no	A	9	2	aneu;+1*3;	heterozygous	46,043	10.6	26	295	1. Wine/European 		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
174	OS_1316	4LBI-3	BVK	Spontaneous grape fermentation	Wine	Basilicata, Italy	no	A	29	2	euploid	homozygous	43,518	0.0	8	230	1. Wine/European 		University of Basilicata (Angela Capece and Patrizia Romano)	
175	OS_1627	4.9_WLP099	CFE	Carlsberg Beer, super high gravity	Beer	United Kingdom	no	A	68	2	euploid	heterozygous	46,661	13.9	72	272	1. Wine/European 		Carlsberg	
176	OS_1283	DBVPG5760	BRF	Wine fermenter	Wine	Production zone of Sagrantino wine, Montefalco, Foligno, Italy	no	A	9	2	euploid	heterozygous	48,840	19.2	10	215	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
177	OS_196	SGU89	BSM	Wine	Wine	Italy	no	A	15	2	euploid	heterozygous	48,638	19.6	5	230	1. Wine/European 		University of Florence (Duccio Cavalieri)	8
178	OS_203	SG60	BSN	Wine	Wine	Italy	no	A	12	2	euploid	heterozygous	48,640	19.4	4	228	1. Wine/European 		University of Florence (Duccio Cavalieri)	8
179	OS_870	1216	CPE	Unknown	Unknown	El Sauzal, Tenerife, Spain	no	A	10	2	aneu;+1*1;	homozygous	43,435	0.0	219	244	1. Wine/European 		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
180	OS_1220	DBVPG1656	BLM	Grape must treated with sulfur dioxide	Wine	Los Campillos, La Mancha, Spain	no	A	7	2	euploid	homozygous	42,837	0.0	188	306	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
181	OS_1260	DBVPG2088	BQC	Cognac	Distillery	Cognac, France	no	A	13	2	euploid	homozygous	43,003	0.0	161	251	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
182	OS_1282	DBVPG4905	BRE	Fermenting grape must	Wine	Marsciano, Perugia, Italy	no	A	12	2	euploid	homozygous	42,817	0.0	159	291	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
183	OS_1256	DBVPG1976	BPV	Wine	Wine	Slovakia	no	A	33	2	euploid	homozygous	43,438	0.0	162	261	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
184	OS_1322_2	Ba-215	CRC	Wine	Wine	Italy	no	A	8	2	euploid	homozygous	42,779	0.0	173	218	1. Wine/European 		University of Basilicata (Angela Capece and Patrizia Romano)	
185	OS_1157	CLIB1410	BHN	Rice wine, Oenology	Fermentation	Laos	no	A	34	2	euploid	homozygous	42,710	0.0	277	220	1. Wine/European 		CLIB collection (Serge Casaregola)	
186	OS_664	PB200	BBB	Soil by trunk of Quercus sp. (Oak K), next to vineyard	Soil	Montalcino in Italy	no	A	45	2	euploid	homozygous	42,485	0.0	5	181	1. Wine/European 		Max Planck Institute for Evolutionary Biology (Primrose Boynton)	
187	OS_662	PB137	BAV	Bark of grape vine 	Wine	Montalcino in Italy	no	A	15	2	euploid	homozygous	42,739	0.0	4	262	1. Wine/European 		Max Planck Institute for Evolutionary Biology (Primrose Boynton)	
188	OS_1330	B-4	CAE	Wine conserved in amphora	Wine	Georgia	no	A	3	2	euploid	homozygous	43,065	0.0	2	352	1. Wine/European 		University of Basilicata (Angela Capece and Patrizia Romano)	7
189	OS_1331	C-3	CAF	Wine conserved in amphora	Wine	Georgia	no	A	3	2	euploid	homozygous	42,654	0.0	2	205	1. Wine/European 		University of Basilicata (Angela Capece and Patrizia Romano)	7
190	OS_1332_2	C-6	CRL	Wine conserved in amphora	Wine	Georgia	no	A	6	2	euploid	homozygous	38,217	0.0	0	64	1. Wine/European 		University of Basilicata (Angela Capece and Patrizia Romano)	7
191	OS_663	PB197	BBA	Litter by trunk of Quercus sp. (Oak 4), next to vineyard	Soil	Montalcino in Italy	no	A	23	2	euploid	homozygous	42,759	0.0	280	260	1. Wine/European 		Max Planck Institute for Evolutionary Biology (Primrose Boynton)	
192	OS_1693	YJM969	SACE_YAY	Unknown	Human, clinical	Italy	no	A	61	2	euploid	homozygous	41,867	0.0	0	25	1. Wine/European (subclade 2)		Phaff collection	2
193	OS_807	YJM981_b	ADI	Vagina	Human, clinical	Italy	yes	A	21	1	euploid	homozygous	43,151	0.0	6	220	1. Wine/European (subclade 2)		Phaff collection	1
194	OS_702	YJM975	SACE_YBA	Vagina	Human, clinical	Italy	no	A	48	2	euploid	homozygous	42,713	0.0	13	36	1. Wine/European (subclade 2)		Phaff collection	2
195	OS_1694	YJM972	SACE_YAZ	Unknown	Human, clinical	Italy	no	A	47	2	euploid	homozygous	43,204	0.0	6	71	1. Wine/European (subclade 2)		Phaff collection	2
196	OS_306	YJM989	BMI	Vagina	Human, clinical	Italy	no	A	10	2	euploid	homozygous	42,862	0.0	0	219	1. Wine/European (subclade 2)		Phaff collection (McCusker)	2
197	OS_1695	YJM987	SACE_YBE	Unknown	Human, clinical	Italy	no	A	36	2	euploid	homozygous	42,571	0.0	5	114	1. Wine/European (subclade 2)		Phaff collection	2
198	OS_307	YJM990	BMK	Vagina	Human, clinical	Italy	no	A	8	2	euploid	homozygous	43,374	0.0	1	350	1. Wine/European (subclade 2)		Phaff collection (McCusker)	10
199	OS_1696	YJM980	SACE_YBF	Unknown	Human, clinical	Italy	no	A	49	2	euploid	homozygous	42,873	0.0	0	41	1. Wine/European (subclade 2)		Phaff collection	2
200	OS_305	YJM984	BMH	Vagina	Human, clinical	Italy	no	A	17	2	euploid	homozygous	42,736	0.0	3	196	1. Wine/European (subclade 2)		Phaff collection (McCusker)	2
201	OS_803	IL_01_b	ADD	Soil	Soil	Illinois, USA	yes	A	19	1	euploid	homozygous	43,038	0.0	2	225	1. Wine/European (subclade 2)		Kruglyak Laboratory	1
202	OS_700	YJM978	SACE_YBB	Vagina	Human, clinical	Italy	no	A	51	2	euploid	homozygous	43,345	0.0	0	64	1. Wine/European (subclade 2)		Phaff collection	2
203	OS_1697	YJM993	SACE_YBG	Unknown	Human, clinical	Italy	no	A	40	2	euploid	homozygous	43,516	0.0	7	122	1. Wine/European (subclade 2)		Phaff collection	2
204	OS_1698	YJM996	SACE_YBH	Unknown	Human, clinical	Italy	no	A	47	2	euploid	homozygous	41,198	0.0	7	24	1. Wine/European (subclade 2)		Phaff collection	2
205	OS_1666	CECT10351-1B	CDS	Tomato	Fruit	Spain	no	A	77	2	euploid	homozygous	43,285	0.0	501	287	1. Wine/European 		CECT collection / State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	
206	OS_1178	DBVPG1122	BIM	Grape must	Wine	Lucera, Puglia, Italy	no	A	21	2	euploid	homozygous	42,623	0.0	12	253	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
207	OS_1179	DBVPG1123	BIN	Grape must	Wine	Manduria, Taranto, Italy	no	A	16	2	euploid	homozygous	42,548	0.0	4	213	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
208	OS_1186	DBVPG1163	BKA	Cherries	Fruit	Aurum, Sicily, Italy	no	A	7	2	euploid	homozygous	42,612	0.0	8	228	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
209	OS_1273	DBVPG4317	BQQ	Fermenting refrigerated Grape must (5C ca)	Wine	Bettona, Perugia, Italy 	no	A	8	2	euploid	homozygous	42,420	0.0	672	172	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
210	OS_1669	T73_1b	ADS	Monastrel grape fermentation (red wine)	Wine	Alicante, Spain	no	A	36	2	euploid	homozygous	43,029	0.0	493	210	1. Wine/European 		Kruglyak Laboratory	1
211	OS_1228	DBVPG1711	BNM	Grape must	Wine	Ygai, Rioja, Spain	no	A	46	2	euploid	homozygous	43,359	0.0	682	215	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
212	OS_797	DBVPG1339_1b	ACR	Grapes	Wine	Netherlands	yes	A	26	1	euploid	homozygous	43,596	0.0	2	273	1. Wine/European 		Kruglyak Laboratory	1
213	OS_1174	DBVPG1105	BIH	Grapes	Wine	Adelaide, Australia	no	A	23	2	euploid	heterozygous	46,066	10.9	9	285	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
214	OS_1188	DBVPG1339	BKC	Grape must	Wine	Netherlands	no	A	24	2	euploid	heterozygous	46,163	10.9	4	274	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
215	OS_1255	DBVPG1975	BLS	Wine	Wine	Greece	no	A	7	2	euploid	heterozygous	45,909	8.8	16	403	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
216	OS_1189	DBVPG1374	BKD	Soil	Soil	Netherlands	no	A	34	2	euploid	heterozygous	46,921	15.0	59	318	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
217	OS_1230	DBVPG1714	BNP	Grape must	Wine	Fuen Mayor, Rioja, Spain	no	A	31	2	euploid	heterozygous	46,120	14.7	63	175	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
218	OS_1201	DBVPG1580	BKN	Grape must	Wine	Sardinia, Italy	no	A	80	2	euploid	homozygous	43,070	0.0	3	222	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
219	OS_1231	DBVPG1719	BNQ	Grape must	Wine	San Adrian, Rioja, Spain	no	A	138	2	euploid	homozygous	43,217	0.0	9	238	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
220	OS_1460	DBVPG3051	CBH	Grape must	Wine	Israel	no	A	39	2	euploid	heterozygous	43,130	7.5	867	95	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
221	OS_1193	DBVPG1523	BKH	Grape must	Wine	Trentino, Italy	no	A	39	2	euploid	homozygous	43,805	0.0	711	248	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
222	OS_1247	DBVPG1880	BPM	Grape must treated with pesticides	Wine	Italy	no	none	0	2	euploid	heterozygous	44,735	7.4	875	254	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
223	OS_1202	DBVPG1581	BKP	Grape must	Wine	Marassinai, Sardinia, Italy	no	A	31	2	aneu;+1*8;	heterozygous	45,859	12.1	658	175	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
224	OS_1320_2	RB3-7Sc2	CRA	Wine	Wine	Italy	no	A	43	2	aneu;-1*1;	heterozygous	45,518	10.7	727	195	1. Wine/European 		University of Basilicata (Angela Capece and Patrizia Romano)	
225	OS_1321_2	SC2-37	CRB	Wine	Wine	Italy	no	A	10	2	euploid	homozygous	42,670	0.0	575	182	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
226	OS_1653	Lib61	CHC	Fermenting grape must (red wine)	Wine	Lebanon	no	A	18	2	euploid	heterozygous	44,705	7.6	664	301	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
227	OS_1648	Ca6	CGS	Fermenting grape must (sweet wine)	Wine	Lebanon	no	A	10	2	euploid	homozygous	44,096	0.0	420	235	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
228	OS_1652	Lib54	CHB	Fermenting grape must (white wine)	Wine	Lebanon	no	A	54	2	euploid	heterozygous	46,366	8.9	1,109	246	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
229	OS_1654	Lib70	CHD	Fermenting grape must (white wine)	Wine	Lebanon	no	A	17	2	euploid	heterozygous	47,284	19.0	758	214	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
230	OS_1650	Lib51	CGV	Fermenting grape must (sweet wine)	Wine	Lebanon	no	A	34	2	euploid	heterozygous	45,222	8.5	1,198	187	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
231	OS_1651	Lib52	CHA	Fermenting grape must (sweet wine)	Wine	Lebanon	no	A	16	2	euploid	homozygous	43,971	0.0	645	249	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
232	OS_1655	Lib71	CHE	Fermenting grape must (rose wine)	Wine	Lebanon	no	A	12	2	euploid	heterozygous	45,918	12.8	490	202	1. Wine/European 		INRA Gringnon, France (Nguyen H.V.)	
233	OS_750	CBS6914	AHI	White wine	Wine	Spain	yes	A	18	1	aneu;+1*14;	homozygous	43,398	0.0	496	244	1. Wine/European 		CBS collection (Nguyen H.V.)	
234	OS_1199	DBVPG1577	BKM	Grape must	Wine	Elmas, Sardinia, Italy	no	none	0	2	euploid	heterozygous	46,164	11.2	712	241	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
235	OS_1170	DBVPG1076	BIF	Grape must	Wine	Locorotondo, Puglia, Italy	no	A	15	2	euploid	homozygous	42,848	0.0	263	240	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
236	OS_1192	DBVPG1490	BKG	Grape must	Wine	Etna, Sicily, Italy	no	A	13	2	euploid	heterozygous	45,411	7.1	620	281	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
237	OS_1191	DBVPG1473	BKF	Wine	Wine	Piemonte, Italy	no	A	28	2	euploid	heterozygous	46,157	13.5	45	228	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
238	OS_1219	DBVPG1632	BLL	Grape must	Wine	Abertura, La Mancha, Spain	no	A	39	2	euploid	heterozygous	46,251	13.2	22	293	1. Wine/European 		DBVPG collection (Benedetta Turchetti and Pietro Buzzini)	
239	OS_1386	CBS2087	ARL	Lychee flower	Flower	China	no	A	3	2	aneu;+1*1;	heterozygous	45,013	8.4	128	233	1. Wine/European 		CBS collection (Nguyen H.V.)	
240	OS_1544	perentol	CKI	S. boulardiiEisolates (from Perenterol capsule)	Human, clinical	Brussels, Belgium	no	A	216	2	euploid	heterozygous	43,960	5.4	3	195	1. Wine/European (subclade 3)		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
241	OS_1546	malade 98 3161	CKL	Feces, therapy	Human, clinical	Amiens, France	no	A	153	2	euploid	heterozygous	43,960	5.3	6	218	1. Wine/European (subclade 3)		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
242	OS_1543	ultra lev. 1127	CKH	S. boulardiiEisolates (from UltraLevure packet)	Industrial	Paris, France	no	A	159	2	euploid	heterozygous	43,893	5.4	1	186	1. Wine/European (subclade 3)		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
243	OS_1539	malade 97 138633/11-2-5	CKD	Feces (therapy isolate)	Human, clinical	Paris, France, H2	no	A	258	2	euploid	heterozygous	43,772	5.4	4	174	1. Wine/European (subclade 3)		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
244	OS_1540	malade 141076/11210	CKE	Feces (therapy isolate)	Human, clinical	Paris, France, H2	no	A	148	2	euploid	heterozygous	44,078	5.2	11	205	1. Wine/European (subclade 3)		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
245	OS_1533	malade Elbaz 6766	CIS	Therapy isolates (Blood)	Human, clinical	Paris, France, H6	no	A	94	2	euploid	heterozygous	44,017	5.2	3	200	1. Wine/European (subclade 3)		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
246	OS_881	2698	BMN	Faringe	Human, clinical	Vall d'Hebron hospital, Barcelona, Spain	no	A	21	2	euploid	heterozygous	44,219	5.3	4	256	1. Wine/European (subclade 3)		Instituto de Agroquimica y Tecnologia de los Alimentos (IATA)-CSIC (Amparo Querol)	
247	OS_1534	malade 459 Labaume	CIT	Blood (therapy isolate)	Human, clinical	Paris, France, H1	no	A	103	2	euploid	heterozygous	43,967	5.0	6	186	1. Wine/European (subclade 3)		Inserm Universite P. M. Curie, Paris, France (Hennequin C.)	
